name,sex,age,height,weight,team,year,city,sport,event,medal
Shamil Altayevich Sabirov,M,21,161,48,Soviet Union,1980,Moskva,Boxing,Boxing Men's Light-Flyweight,Gold
Yuliya Vasilyevna Safina,F,30,178,74,Soviet Union,1980,Moskva,Handball,Handball Women's Handball,Gold
Michel Jean Frdric Salesse,M,25,180,67,France,1980,Moskva,Fencing,"Fencing Men's epee, Team",Gold
Vladimir Valeryevich Salnikov,M,20,181,74,Soviet Union,1980,Moskva,Swimming,Swimming Men's 400 metres Freestyle,Gold
Vladimir Valeryevich Salnikov,M,20,181,74,Soviet Union,1980,Moskva,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold
Vladimir Valeryevich Salnikov,M,20,181,74,Soviet Union,1980,Moskva,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Yury Grigoryevich Salnikov,M,30,176,73,Soviet Union,1980,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
Marita Sandig (-Gasch),F,22,175,68,East Germany,1980,Moskva,Rowing,Rowing Women's Coxed Eights,Gold
Aleksandr Borisovich Savin,M,23,200,97,Soviet Union,1980,Moskva,Volleyball,Volleyball Men's Volleyball,Gold
Larisa Mikhaylovna Savkina,F,25,178,75,Soviet Union,1980,Moskva,Handball,Handball Women's Handball,Gold
Evelin Schlaak-Jahl (-Herberg),F,24,183,90,East Germany,1980,Moskva,Athletics,Athletics Women's Discus Throw,Gold
Carmela Schmidt (-Ertel),F,18,173,66,East Germany,1980,Moskva,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Dietmar Schmidt,M,28,181,87,East Germany,1980,Moskva,Handball,Handball Men's Handball,Gold
Wieland Schmidt,M,26,184,80,East Germany,1980,Moskva,Handball,Handball Men's Handball,Gold
Petra Schneider (-Kind),F,17,172,60,East Germany,1980,Moskva,Swimming,Swimming Women's 400 metres Individual Medley,Gold
Allan Schofield,M,23,169,64,India,1980,Moskva,Hockey,Hockey Men's Hockey,Gold
"Ilona Schoknecht-Slupianek (-Briesenick, -Longo)",F,23,180,93,East Germany,1980,Moskva,Athletics,Athletics Women's Shot Put,Gold
Birgit Schtz,F,21,179,76,East Germany,1980,Moskva,Rowing,Rowing Women's Coxed Eights,Gold
Pvels Seivanovs,M,27,194,97,Soviet Union,1980,Moskva,Volleyball,Volleyball Men's Volleyball,Gold
Stanislav Seman,M,27,185,82,Czechoslovakia,1980,Moskva,Football,Football Men's Football,Gold
Ujana Semjonova,F,28,210,128,Soviet Union,1980,Moskva,Basketball,Basketball Women's Basketball,Gold
Stefan Semmler,M,28,190,94,East Germany,1980,Moskva,Rowing,Rowing Men's Coxless Fours,Gold
Shamil Karimovich Serikov,M,24,161,57,Soviet Union,1980,Moskva,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Gold
Erkin Maksudovich Shagayev,M,21,178,74,Soviet Union,1980,Moskva,Water Polo,Water Polo Men's Water Polo,Gold
Muhammad Shahid,M,20,160,66,India,1980,Moskva,Hockey,Hockey Men's Hockey,Gold
Nataliya Vitalyevna Shaposhnikova (-Sut),F,19,158,46,Soviet Union,1980,Moskva,Gymnastics,Gymnastics Women's Team All-Around,Gold
Nataliya Vitalyevna Shaposhnikova (-Sut),F,19,158,46,Soviet Union,1980,Moskva,Gymnastics,Gymnastics Women's Horse Vault,Gold
Lyubov Georgyevna Sharmay (Goncharova-),F,24,183,77,Soviet Union,1980,Moskva,Basketball,Basketball Women's Basketball,Gold
Yevgeny Konstantinovich Sharonov,M,21,189,96,Soviet Union,1980,Moskva,Water Polo,Water Polo Men's Water Polo,Gold
Sergey Vasilyevich Shelpakov,M,23,183,80,Soviet Union,1980,Moskva,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
Nataliya Leonidivna Sherstiuk-Tymoshkina,F,28,175,74,Soviet Union,1980,Moskva,Handball,Handball Women's Handball,Gold
Nadezhda Aleksandrovna Shuvayeva-Olkhova (-Baranova),F,27,175,67,Soviet Union,1980,Moskva,Basketball,Basketball Women's Basketball,Gold
Nikolay Aleksandrovich Sidorov,M,23,190,84,Soviet Union,1980,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Viktor Aleksandrovich Sidyak,M,36,176,76,Soviet Union,1980,Moskva,Fencing,"Fencing Men's Sabre, Team",Gold
Yuriy Heorhiyovych Siedykh,M,25,185,106,Soviet Union,1980,Moskva,Athletics,Athletics Men's Hammer Throw,Gold
Sara Simeoni (-Azzaro),F,27,178,60,Italy,1980,Moskva,Athletics,Athletics Women's High Jump,Gold
Toma Simionov,M,24,175,72,Romania,1980,Moskva,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
Devinder Singh,M,27,175,73,India,1980,Moskva,Hockey,Hockey Men's Hockey,Gold
Gurmail Singh,M,20,170,62,India,1980,Moskva,Hockey,Hockey Men's Hockey,Gold
Rajinder Singh,M,22,175,67,India,1980,Moskva,Hockey,Hockey Men's Hockey,Gold
Ravinder Pal Singh,M,19,168,63,India,1980,Moskva,Hockey,Hockey Men's Hockey,Gold
Surinder Singh Sodhi Shokar,M,23,178,83,India,1980,Moskva,Hockey,Hockey Men's Hockey,Gold
Branko Skroe,M,25,195,89,Yugoslavia,1980,Moskva,Basketball,Basketball Men's Basketball,Gold
Zoran Slavni,M,30,181,72,Yugoslavia,1980,Moskva,Basketball,Basketball Men's Basketball,Gold
Volodymyr Viktorovych Smyrnov,M,26,185,78,Soviet Union,1980,Moskva,Fencing,"Fencing Men's Foil, Individual",Gold
Marcos Pinto Rizzo Soares,M,19,173,68,Brazil,1980,Moskva,Sailing,Sailing Mixed Two Person Dinghy,Gold
Vyacheslav Georgiyevich Sobchenko,M,31,187,86,Soviet Union,1980,Moskva,Water Polo,Water Polo Men's Water Polo,Gold
Igor Aleksandrovich Sokolov,M,22,181,90,Soviet Union,1980,Moskva,Shooting,"Shooting Mixed Running Target, 50 metres",Gold
Nikolay Ivanovich Solodukhin,M,25,164,65,Soviet Union,1980,Moskva,Judo,Judo Men's Half-Lightweight,Gold
Olga Anatolyevna Solovova (-Tseytsina),F,27,183,73,Soviet Union,1980,Moskva,Volleyball,Volleyball Women's Volleyball,Gold
Georg Spohr,M,29,146,45,East Germany,1980,Moskva,Rowing,Rowing Men's Coxed Pairs,Gold
Zdenk reiner,M,26,181,76,Czechoslovakia,1980,Moskva,Football,Football Men's Football,Gold
Frantiek tambacher,M,27,177,71,Czechoslovakia,1980,Moskva,Football,Football Men's Football,Gold
Anatoly Vasilevich Starostin,M,20,177,70,Soviet Union,1980,Moskva,Modern Pentathlon,Modern Pentathlon Men's Individual,Gold
Anatoly Vasilevich Starostin,M,20,177,70,Soviet Union,1980,Moskva,Modern Pentathlon,Modern Pentathlon Men's Team,Gold
Ute Steindorf,F,22,176,72,East Germany,1980,Moskva,Rowing,Rowing Women's Coxless Pairs,Gold
Tefilo Stevenson Laurence,M,28,190,95,Cuba,1980,Moskva,Boxing,Boxing Men's Heavyweight,Gold
Anthea Dorine Stewart (Allin-),F,35,160,56,Zimbabwe,1980,Moskva,Hockey,Hockey Women's Hockey,Gold
Sigita Streen-Maeikait,F,21,183,76,Soviet Union,1980,Moskva,Handball,Handball Women's Handball,Gold
Ivar Stukolkin,M,19,189,77,Soviet Union,1980,Moskva,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Olga Leonidovna Sukharnova,F,25,192,94,Soviet Union,1980,Moskva,Basketball,Basketball Women's Basketball,Gold
Sergey Nikolayevich Sukhoruchenkov,M,23,176,72,Soviet Union,1980,Moskva,Cycling,"Cycling Men's Road Race, Individual",Gold
Jindich Svoboda,M,27,181,78,Czechoslovakia,1980,Moskva,Football,Football Men's Football,Gold
Oleksandr Oleksandrovych Sydorenko,M,20,187,82,Soviet Union,1980,Moskva,Swimming,Swimming Men's 400 metres Individual Medley,Gold
Dung Dung Sylvanus,M,31,160,62,India,1980,Moskva,Hockey,Hockey Men's Hockey,Gold
Olga Pavlovna Syrovatskaya-Mineyeva,F,27,176,58,Soviet Union,1980,Moskva,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
Leonid Arkadyevich Taranenko,M,24,NA,127,Soviet Union,1980,Moskva,Weightlifting,Weightlifting Men's Heavyweight II,Gold
Jrgen Thiele,M,20,185,80,East Germany,1980,Moskva,Rowing,Rowing Men's Coxless Fours,Gold
Francis Morgan "Daley" Thompson,M,21,184,92,Great Britain,1980,Moskva,Athletics,Athletics Men's Decathlon,Gold
Lothar Thoms,M,24,179,77,East Germany,1980,Moskva,Cycling,"Cycling Men's 1,000 metres Time Trial",Gold
Nadiya Volodymyrivna Tkachenko (-Sapronova),F,31,165,74,Soviet Union,1980,Moskva,Athletics,Athletics Women's Pentathlon,Gold
Aleksandr Vasilyevich Tkachov,M,22,169,62,Soviet Union,1980,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Gold
Aleksandr Vasilyevich Tkachov,M,22,169,62,Soviet Union,1980,Moskva,Gymnastics,Gymnastics Men's Parallel Bars,Gold
Sanda Toma (-Urichianu),F,24,176,75,Romania,1980,Moskva,Rowing,Rowing Women's Single Sculls,Gold
Marcus Lyndon "Mark" Tonelli (Leembruggen-),M,23,181,66,Australia,1980,Moskva,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Pascale Marie Odette Marcelle Trinquet-Hachin,F,21,170,54,France,1980,Moskva,Fencing,"Fencing Women's Foil, Individual",Gold
Pascale Marie Odette Marcelle Trinquet-Hachin,F,21,170,54,France,1980,Moskva,Fencing,"Fencing Women's Foil, Team",Gold
Zinada Mykhailivna Turchyna (Stolitenko-),F,34,180,73,Soviet Union,1980,Moskva,Handball,Handball Women's Handball,Gold
Viktor Petrovich Ugryumov,M,40,173,70,Soviet Union,1980,Moskva,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
Friedrich-Wilhelm Ulrich,M,26,194,103,East Germany,1980,Moskva,Rowing,Rowing Men's Coxed Pairs,Gold
Zhaksylyk Amiraliyevich Ushkempirov,M,29,156,48,Soviet Union,1980,Moskva,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Gold
Jaak Uudme,M,25,190,73,Soviet Union,1980,Moskva,Athletics,Athletics Men's Triple Jump,Gold
Rostislav Vclavek,M,33,190,87,Czechoslovakia,1980,Moskva,Football,Football Men's Football,Gold
Remigijus Valiulis,M,21,186,80,Soviet Union,1980,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Robert Van de Walle,M,26,187,95,Belgium,1980,Moskva,Judo,Judo Men's Half-Heavyweight,Gold
Yuri Vardanyan,M,24,171,82,Soviet Union,1980,Moskva,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold
Kroly Varga,M,24,176,71,Hungary,1980,Moskva,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",Gold
Istvn Vaskuti,M,24,183,76,Hungary,1980,Moskva,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Gold
Ladislav Vzek,M,25,174,74,Czechoslovakia,1980,Moskva,Football,Football Men's Football,Gold
Viktor Alekseyevich Vlasov,M,29,187,88,Soviet Union,1980,Moskva,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",Gold
Siegfried Voigt,M,29,183,77,East Germany,1980,Moskva,Handball,Handball Men's Handball,Gold
Helen Volk,F,26,150,55,Zimbabwe,1980,Moskva,Hockey,Hockey Women's Hockey,Gold
Valery Yakovlevich Volkov,M,32,169,68,Soviet Union,1980,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
Frank-Michael Wahl,M,23,190,95,East Germany,1980,Moskva,Handball,Handball Men's Handball,Gold
Linda Margaret Watson,F,24,165,63,Zimbabwe,1980,Moskva,Hockey,Hockey Women's Hockey,Gold
Liane Weigelt-Buhr,F,24,154,42,East Germany,1980,Moskva,Rowing,Rowing Women's Coxed Quadruple Sculls,Gold
Allan Wipper Wells,M,28,183,86,Great Britain,1980,Moskva,Athletics,Athletics Men's 100 metres,Gold
Alexander Welter,M,27,186,75,Brazil,1980,Moskva,Sailing,Sailing Mixed Multihull,Gold
Dieter Wendisch,M,27,192,91,East Germany,1980,Moskva,Rowing,Rowing Men's Coxed Fours,Gold
Kirsten Wenzel (-Strohbach),F,19,150,48,East Germany,1980,Moskva,Rowing,Rowing Women's Coxed Fours,Gold
Gerd Wessig,M,21,200,82,East Germany,1980,Moskva,Athletics,Athletics Men's High Jump,Gold
Ingolf Wiegert,M,22,185,88,East Germany,1980,Moskva,Handball,Handball Men's Handball,Gold
Marina Wilke (-Jhrling),F,22,148,42,East Germany,1980,Moskva,Rowing,Rowing Women's Coxed Eights,Gold
Martin Winter,M,24,194,91,East Germany,1980,Moskva,Rowing,Rowing Men's Quadruple Sculls,Gold
Sndor Wladr,M,17,184,78,Hungary,1980,Moskva,Swimming,Swimming Men's 200 metres Backstroke,Gold
Jrg Woithe,M,17,194,80,East Germany,1980,Moskva,Swimming,Swimming Men's 100 metres Freestyle,Gold
Anatoly Nikolayevich Yarkin,M,21,186,77,Soviet Union,1980,Moskva,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
Aleksandr Borisovich Yermilov,M,25,200,90,Soviet Union,1980,Moskva,Volleyball,Volleyball Men's Volleyball,Gold
Miruts Yifter,M,36,162,53,Ethiopia,1980,Moskva,Athletics,"Athletics Men's 5,000 metres",Gold
Miruts Yifter,M,36,162,53,Ethiopia,1980,Moskva,Athletics,"Athletics Men's 10,000 metres",Gold
Stella Heorhivna Zakharova (-Khlus),F,17,146,42,Soviet Union,1980,Moskva,Gymnastics,Gymnastics Women's Team All-Around,Gold
Tetiana Pavlivna Zakharova-Nadyrova,F,29,180,81,Soviet Union,1980,Moskva,Basketball,Basketball Women's Basketball,Gold
Otakar "Ota" Zaremba,M,23,184,99,Czechoslovakia,1980,Moskva,Weightlifting,Weightlifting Men's Heavyweight I,Gold
Vyacheslav Alekseyevich Zaytsev,M,27,191,97,Soviet Union,1980,Moskva,Volleyball,Volleyball Men's Volleyball,Gold
Nina Anatolivna Ziuskova,F,28,180,67,Soviet Union,1980,Moskva,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
Rajko ii,M,25,210,110,Yugoslavia,1980,Moskva,Basketball,Basketball Men's Basketball,Gold
Asen Ivanov Zlatev,M,20,173,75,Bulgaria,1980,Moskva,Weightlifting,Weightlifting Men's Middleweight,Gold
Roswietha Zobelt (Reichel-),F,25,188,83,East Germany,1980,Moskva,Rowing,Rowing Women's Coxed Quadruple Sculls,Gold
Olha Valentynivna Zubareva,F,22,182,90,Soviet Union,1980,Moskva,Handball,Handball Women's Handball,Gold
Robertas ulpa,M,20,193,82,Soviet Union,1980,Moskva,Swimming,Swimming Men's 200 metres Breaststroke,Gold
Carmine Abbagnale,M,22,182,90,Italy,1984,Los Angeles,Rowing,Rowing Men's Coxed Pairs,Gold
Giuseppe Abbagnale,M,25,187,97,Italy,1984,Los Angeles,Rowing,Rowing Men's Coxed Pairs,Gold
Lavinia Agache (-Carney),F,16,148,40,Romania,1984,Los Angeles,Gymnastics,Gymnastics Women's Team All-Around,Gold
Ishtiaq Ahmed,M,21,170,62,Pakistan,1984,Los Angeles,Hockey,Hockey Men's Hockey,Gold
Mushtaq Ahmed,M,28,170,70,Pakistan,1984,Los Angeles,Hockey,Hockey Men's Hockey,Gold
Naeem Akhtar,M,23,173,65,Pakistan,1984,Los Angeles,Hockey,Hockey Men's Hockey,Gold
Abdul Rashid Al-Hasan,M,25,170,63,Pakistan,1984,Los Angeles,Hockey,Hockey Men's Hockey,Gold
Stephen Todd "Steve" Alford,M,19,185,74,United States,1984,Los Angeles,Basketball,Basketball Men's Basketball,Gold
Nasir Ali,M,25,176,69,Pakistan,1984,Los Angeles,Hockey,Hockey Men's Hockey,Gold
An Byeong-Geun,M,22,172,78,South Korea,1984,Los Angeles,Judo,Judo Men's Lightweight,Gold
Svetlana Anastasovski-Obuina,F,23,176,65,Yugoslavia,1984,Los Angeles,Handball,Handball Women's Handball,Gold
Agneta Monica Andersson,F,23,172,68,Sweden,1984,Los Angeles,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Gold
Agneta Monica Andersson,F,23,172,68,Sweden,1984,Los Angeles,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold
Alessandro Andrei,M,25,191,118,Italy,1984,Los Angeles,Athletics,Athletics Men's Shot Put,Gold
Vasile Andrei,M,29,190,101,Romania,1984,Los Angeles,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold
Theresa Andrews,F,21,167,62,United States,1984,Los Angeles,Swimming,Swimming Women's 100 metres Backstroke,Gold
Theresa Andrews,F,21,167,62,United States,1984,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Dragan Andri,M,22,192,91,Yugoslavia,1984,Los Angeles,Water Polo,Water Polo Men's Water Polo,Gold
Sad Aouita,M,24,175,58,Morocco,1984,Los Angeles,Athletics,"Athletics Men's 5,000 metres",Gold
Chira Irina Apostol (-Stoian),F,24,180,78,Romania,1984,Los Angeles,Rowing,Rowing Women's Coxed Fours,Gold
Rodica Arba-Pucatu,F,22,179,75,Romania,1984,Los Angeles,Rowing,Rowing Women's Coxless Pairs,Gold
Angelo Arcidiacono,M,28,174,74,Italy,1984,Los Angeles,Fencing,"Fencing Men's Sabre, Team",Gold
Raymond Richard "Ray" Armstead,M,24,187,76,United States,1984,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Zlatan Arnautovi,M,27,194,93,Yugoslavia,1984,Los Angeles,Handball,Handball Men's Handball,Gold
Evelyn Ashford (-Washington),F,27,165,52,United States,1984,Los Angeles,Athletics,Athletics Women's 100 metres,Gold
Evelyn Ashford (-Washington),F,27,165,52,United States,1984,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
William Ayache,M,23,176,72,France,1984,Los Angeles,Football,Football Men's Football,Gold
Alonzo Carl Babers,M,22,188,70,United States,1984,Los Angeles,Athletics,Athletics Men's 400 metres,Gold
Alonzo Carl Babers,M,22,188,70,United States,1984,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Ioana Badea,F,20,180,78,Romania,1984,Los Angeles,Rowing,Rowing Women's Coxed Quadruple Sculls,Gold
Edward Joseph "Ed" Banach,M,24,177,90,United States,1984,Los Angeles,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold
Lou David Banach,M,24,183,95,United States,1984,Los Angeles,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold
Marcello Bartalini,M,22,193,90,Italy,1984,Los Angeles,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
Mirko Bai,M,23,188,90,Yugoslavia,1984,Los Angeles,Handball,Handball Men's Handball,Gold
Alexander "Alex" Baumann,M,20,189,80,Canada,1984,Los Angeles,Swimming,Swimming Men's 200 metres Individual Medley,Gold
Alexander "Alex" Baumann,M,20,189,80,Canada,1984,Los Angeles,Swimming,Swimming Men's 400 metres Individual Medley,Gold
Bruce Robert Baumgartner,M,23,188,130,United States,1984,Los Angeles,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold
Elizabeth Ann "Betsy" Beard (-Stillings),F,22,155,42,United States,1984,Los Angeles,Rowing,Rowing Women's Coxed Eights,Gold
Milivoj Bebi,M,24,188,88,Yugoslavia,1984,Los Angeles,Water Polo,Water Polo Men's Water Polo,Gold
Petre Becheru,M,24,164,83,Romania,1984,Los Angeles,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold
Carina Marguerite Benninga,F,21,164,64,Netherlands,1984,Los Angeles,Hockey,Hockey Women's Hockey,Gold
Joan Benoit (-Samuelson),F,27,157,46,United States,1984,Los Angeles,Athletics,Athletics Women's Marathon,Gold
Sylvie Bernier,F,20,157,53,Canada,1984,Los Angeles,Diving,Diving Women's Springboard,Gold
Aldis Imants Berzins,M,27,188,79,United States,1984,Los Angeles,Volleyball,Volleyball Men's Volleyball,Gold
Doina Ofelia Beliu-Melinte,F,27,171,59,Romania,1984,Los Angeles,Athletics,Athletics Women's 800 metres,Gold
Michel Bibard,M,25,185,78,France,1984,Los Angeles,Football,Football Men's Football,Gold
Tyrell Biggs,M,23,195,99,United States,1984,Los Angeles,Boxing,Boxing Men's Super-Heavyweight,Gold
Dominique Bijotat,M,23,180,73,France,1984,Los Angeles,Football,Football Men's Football,Gold
Matthew Nicholas "Matt" Biondi,M,18,200,95,United States,1984,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
Sabine Bischoff (-Wolf),F,26,169,64,West Germany,1984,Los Angeles,Fencing,"Fencing Women's Foil, Team",Gold
Jeffrey Carl "Jeff" Blatnick,M,27,189,120,United States,1984,Los Angeles,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Gold
Josephine Francisca Maria "Fieke" Boekhorst,F,26,166,80,Netherlands,1984,Los Angeles,Hockey,Hockey Women's Hockey,Gold
Philippe Alain Boisse,M,29,183,80,France,1984,Los Angeles,Fencing,"Fencing Men's epee, Individual",Gold
Jeanette Bolden,F,24,174,65,United States,1984,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Maria Yolande Caroline Gertrude "Marjolein" Bolhuis-Eijsvogel,F,23,168,63,Netherlands,1984,Los Angeles,Hockey,Hockey Women's Hockey,Gold
Andrea Borella,M,23,191,87,Italy,1984,Los Angeles,Fencing,"Fencing Men's Foil, Team",Gold
Elmar Borrmann,M,27,176,76,West Germany,1984,Los Angeles,Fencing,"Fencing Men's epee, Team",Gold
Catherine La Ora "Cathy" Boswell,F,21,183,78,United States,1984,Los Angeles,Basketball,Basketball Women's Basketball,Gold
Carol Ann Bower,F,28,172,74,United States,1984,Los Angeles,Rowing,Rowing Women's Coxed Eights,Gold
Grant Digby Bramwell,M,23,178,82,New Zealand,1984,Los Angeles,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
Mark Anthony Breland,M,21,190,67,United States,1984,Los Angeles,Boxing,Boxing Men's Welterweight,Gold
Valerie Ann Brisco-Hooks,F,24,170,62,United States,1984,Los Angeles,Athletics,Athletics Women's 200 metres,Gold
Valerie Ann Brisco-Hooks,F,24,170,62,United States,1984,Los Angeles,Athletics,Athletics Women's 400 metres,Gold
Valerie Ann Brisco-Hooks,F,24,170,62,United States,1984,Los Angeles,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
Franois Brisson,M,26,174,70,France,1984,Los Angeles,Football,Football Men's Football,Gold
Alice Regina Brown (-Harris),F,23,159,59,United States,1984,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Ronald James "Ron" Brown,M,23,180,84,United States,1984,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
William Carl Buchan,M,27,195,89,United States,1984,Los Angeles,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold
"William Earl Buchan, Sr.",M,49,190,95,United States,1984,Los Angeles,Sailing,Sailing Mixed Two Person Keelboat,Gold
Craig Werner Buck,M,25,203,93,United States,1984,Los Angeles,Volleyball,Volleyball Men's Volleyball,Gold
Richard Gordon McBride Budgett,M,25,200,100,Great Britain,1984,Los Angeles,Rowing,Rowing Men's Coxed Fours,Gold
Perica Buki,M,18,198,85,Yugoslavia,1984,Los Angeles,Water Polo,Water Polo Men's Water Polo,Gold
Leslie Michele Burr-Howard (-Leneghan-),F,27,167,55,United States,1984,Los Angeles,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
Lawrence J. "Larry" Cain,M,21,182,83,Canada,1984,Los Angeles,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Gold
Ernesto Canto Gudio,M,24,170,60,Mexico,1984,Los Angeles,Athletics,Athletics Men's 20 kilometres Walk,Gold
Richard John "Rick" Carey,M,21,183,82,United States,1984,Los Angeles,Swimming,Swimming Men's 100 metres Backstroke,Gold
Richard John "Rick" Carey,M,21,183,82,United States,1984,Los Angeles,Swimming,Swimming Men's 200 metres Backstroke,Gold
